0_0: fig|200643.10.peg.10
2_911: fig|200643.9.peg.913
2_912: fig|200643.9.peg.914
2_913: fig|200643.9.peg.915
2_914: fig|200643.9.peg.916
2_915: fig|200643.9.peg.917
2_916: fig|200643.9.peg.918
2_917: fig|200643.9.peg.919
2_918: fig|200643.9.peg.920
2_919: fig|200643.9.peg.921
2_920: fig|200643.9.peg.922
2_921: fig|200643.9.peg.923
2_922: fig|200643.9.peg.924
2_923: fig|200643.9.peg.925
2_924: fig|200643.9.peg.926
2_925: fig|200643.9.peg.927
2_926: fig|200643.9.peg.928
2_927: fig|200643.9.peg.929
2_928: fig|200643.9.peg.930
2_929: fig|200643.9.peg.931
2_930: fig|200643.9.peg.932
2_931: fig|200643.9.peg.933
2_932: fig|200643.9.peg.934
2_933: fig|200643.9.peg.935
2_934: fig|200643.9.peg.936
2_935: fig|200643.9.peg.937
2_936: fig|200643.9.peg.938
2_937: fig|200643.9.peg.939
2_938: fig|200643.9.peg.940
2_939: fig|200643.9.peg.941
2_940: fig|200643.9.peg.942
2_941: fig|200643.9.peg.943
2_942: fig|200643.9.peg.944
2_943: fig|200643.9.peg.945
2_944: fig|200643.9.peg.946
2_945: fig|200643.9.peg.947
2_946: fig|200643.9.peg.948
2_947: fig|200643.9.peg.949
2_948: fig|200643.9.peg.950
2_949: fig|200643.9.peg.951
2_950: fig|200643.9.peg.952
2_951: fig|200643.9.peg.953
2_952: fig|200643.9.peg.954
2_953: fig|200643.9.peg.955
2_954: fig|200643.9.peg.956
2_955: fig|200643.9.peg.957
2_956: fig|200643.9.peg.958
2_957: fig|200643.9.peg.959
2_958: fig|200643.9.peg.960
2_959: fig|200643.9.peg.961
2_960: fig|200643.9.peg.962
2_961: fig|200643.9.peg.963
2_962: fig|200643.9.peg.964
2_963: fig|200643.9.peg.965
2_964: fig|200643.9.peg.967
2_965: fig|200643.9.peg.968
2_966: fig|200643.9.peg.969
2_967: fig|200643.9.peg.970
2_968: fig|200643.9.peg.971
2_969: fig|200643.9.peg.972
2_970: fig|200643.9.peg.973
2_971: fig|200643.9.peg.974
2_972: fig|200643.9.peg.975
2_973: fig|200643.9.peg.976
2_974: fig|200643.9.peg.977
2_975: fig|200643.9.peg.978
2_976: fig|200643.9.peg.979
2_977: fig|200643.9.peg.980
2_978: fig|200643.9.peg.981
2_979: fig|200643.9.peg.982
2_980: fig|200643.9.peg.983
2_981: fig|200643.9.peg.984
2_982: fig|200643.9.peg.985
2_983: fig|200643.9.peg.986
2_984: fig|200643.9.peg.987
2_985: fig|200643.9.peg.988
2_986: fig|200643.9.peg.989
2_987: fig|200643.9.peg.990
2_988: fig|200643.9.peg.991
2_989: fig|200643.9.peg.992
2_990: fig|200643.9.peg.993
2_991: fig|200643.9.peg.994
2_992: fig|200643.9.peg.995
2_993: fig|200643.9.peg.996
2_994: fig|200643.9.peg.997
2_995: fig|200643.9.peg.998
2_996: fig|200643.9.peg.999
2_997: fig|200643.9.peg.1000
2_998: fig|200643.9.peg.1001
2_999: fig|200643.9.peg.1002
2_1000: fig|200643.9.peg.1003
2_1001: fig|200643.9.peg.1004
2_1002: fig|200643.9.peg.1005
2_1003: fig|200643.9.peg.1006
2_1004: fig|200643.9.peg.1007
2_1005: fig|200643.9.peg.1008
2_1006: fig|200643.9.peg.1009
2_1007: fig|200643.9.peg.1010
2_1008: fig|200643.9.peg.1011
2_1009: fig|200643.9.peg.1012
2_1010: fig|200643.9.peg.1013
2_1011: fig|200643.9.peg.1014
2_1012: fig|200643.9.peg.1015
2_1013: fig|200643.9.peg.1016
2_1014: fig|200643.9.peg.1017
2_1015: fig|200643.9.peg.1018
2_1016: fig|200643.9.peg.1019
2_1017: fig|200643.9.peg.1020
2_1018: fig|200643.9.peg.1021
2_1019: fig|200643.9.peg.1022
2_1020: fig|200643.9.peg.1023
2_1021: fig|200643.9.peg.1024
2_1022: fig|200643.9.peg.1025
2_1023: fig|200643.9.peg.1026
2_1024: fig|200643.9.peg.1027
2_1025: fig|200643.9.peg.1028
2_1026: fig|200643.9.peg.1029
2_1027: fig|200643.9.peg.1030
2_1028: fig|200643.9.peg.1031
2_1029: fig|200643.9.peg.1032
2_1030: fig|200643.9.peg.1033
2_1031: fig|200643.9.peg.1034
2_1032: fig|200643.9.peg.1035
2_1033: fig|200643.9.peg.1036
2_1034: fig|200643.9.peg.1037
2_1035: fig|200643.9.peg.1038
2_1036: fig|200643.9.peg.1039
2_1037: fig|200643.9.peg.1040
2_1038: fig|200643.9.peg.1041
2_1039: fig|200643.9.peg.1042
2_1040: fig|200643.9.peg.1043
2_1041: fig|200643.9.peg.1044
2_1042: fig|200643.9.peg.1045
2_1043: fig|200643.9.peg.1046
2_1044: fig|200643.9.peg.1047
2_1045: fig|200643.9.peg.1048
2_1046: fig|200643.9.peg.1049
2_1047: fig|200643.9.peg.1050
2_1048: fig|200643.9.peg.1051
2_1049: fig|200643.9.peg.1052
2_1050: fig|200643.9.peg.1053
2_1051: fig|200643.9.peg.1054
2_1052: fig|200643.9.peg.1055
2_1053: fig|200643.9.peg.1056
2_1054: fig|200643.9.peg.1057
2_1055: fig|200643.9.peg.1058
2_1056: fig|200643.9.peg.1059
2_1057: fig|200643.9.peg.1060
2_1058: fig|200643.9.peg.1061
2_1059: fig|200643.9.peg.1062
2_1060: fig|200643.9.peg.1063
2_1061: fig|200643.9.peg.1064
2_1062: fig|200643.9.peg.1065
2_1063: fig|200643.9.peg.1066
2_1064: fig|200643.9.peg.1067
2_1065: fig|200643.9.peg.1068
2_1066: fig|200643.9.peg.1069
2_1067: fig|200643.9.peg.1070
2_1068: fig|200643.9.peg.1071
2_1069: fig|200643.9.peg.1072
2_1070: fig|200643.9.peg.1073
2_1071: fig|200643.9.peg.1074
2_1072: fig|200643.9.peg.1075
2_1073: fig|200643.9.peg.1076
2_1074: fig|200643.9.peg.1077
2_1075: fig|200643.9.peg.1078
2_1076: fig|200643.9.peg.1079
2_1077: fig|200643.9.peg.1080
2_1078: fig|200643.9.peg.1081
2_1079: fig|200643.9.peg.1082
2_1080: fig|200643.9.peg.1083
2_1081: fig|200643.9.peg.1084
2_1082: fig|200643.9.peg.1085
2_1083: fig|200643.9.peg.1086
2_1084: fig|200643.9.peg.1087
2_1085: fig|200643.9.peg.1088
2_1086: fig|200643.9.peg.1089
2_1087: fig|200643.9.peg.1090
2_1088: fig|200643.9.peg.1091
2_1089: fig|200643.9.peg.1092
2_1090: fig|200643.9.peg.1093
2_1091: fig|200643.9.peg.1094
2_1092: fig|200643.9.peg.1095
2_1093: fig|200643.9.peg.1096
2_1094: fig|200643.9.peg.1097
2_1095: fig|200643.9.peg.1098
2_1096: fig|200643.9.peg.1099
2_1097: fig|200643.9.peg.1100
2_1098: fig|200643.9.peg.1101
2_1099: fig|200643.9.peg.1102
2_1100: fig|200643.9.peg.1103
2_1101: fig|200643.9.peg.1104
2_1102: fig|200643.9.peg.1105
2_1103: fig|200643.9.peg.1106
2_1104: fig|200643.9.peg.1107
2_1105: fig|200643.9.peg.1108
2_1106: fig|200643.9.peg.1109
2_1107: fig|200643.9.peg.1110
2_1108: fig|200643.9.peg.1111
2_1109: fig|200643.9.peg.1112
2_1110: fig|200643.9.peg.1113
2_1111: fig|200643.9.peg.1114
2_1112: fig|200643.9.peg.1115
2_1113: fig|200643.9.peg.1116
2_1114: fig|200643.9.peg.1117
2_1115: fig|200643.9.peg.1118
2_1116: fig|200643.9.peg.1119
2_1117: fig|200643.9.peg.1120
2_1118: fig|200643.9.peg.1121
2_1119: fig|200643.9.peg.1122
2_1120: fig|200643.9.peg.1123
2_1121: fig|200643.9.peg.1124
2_1122: fig|200643.9.peg.1125
2_1123: fig|200643.9.peg.1126
2_1124: fig|200643.9.peg.1127
2_1125: fig|200643.9.peg.1128
2_1126: fig|200643.9.peg.1129
2_1127: fig|200643.9.peg.1130
2_1128: fig|200643.9.peg.1131
2_1129: fig|200643.9.peg.1132
2_1130: fig|200643.9.peg.1133
2_1131: fig|200643.9.peg.1134
2_1132: fig|200643.9.peg.1135
2_1133: fig|200643.9.peg.1136
2_1134: fig|200643.9.peg.1137
2_1135: fig|200643.9.peg.1138
2_1136: fig|200643.9.peg.1139
2_1137: fig|200643.9.peg.1140
2_1138: fig|200643.9.peg.1141
2_1139: fig|200643.9.peg.1142
2_1140: fig|200643.9.peg.1143
2_1141: fig|200643.9.peg.1144
2_1142: fig|200643.9.peg.1145
2_1143: fig|200643.9.peg.1146
2_1144: fig|200643.9.peg.1147
2_1145: fig|200643.9.peg.1148
2_1146: fig|200643.9.peg.1149
2_1147: fig|200643.9.peg.1150
2_1148: fig|200643.9.peg.1151
2_1149: fig|200643.9.peg.1152
2_1150: fig|200643.9.peg.1153
2_1151: fig|200643.9.peg.1154
2_1152: fig|200643.9.peg.1155
2_1153: fig|200643.9.peg.1156
2_1154: fig|200643.9.peg.1157
2_1155: fig|200643.9.peg.1158
2_1156: fig|200643.9.peg.1159
2_1157: fig|200643.9.peg.1160
2_1158: fig|200643.9.peg.1161
2_1159: fig|200643.9.peg.1162
2_1160: fig|200643.9.peg.1163
2_1161: fig|200643.9.peg.1164
2_1162: fig|200643.9.peg.1165
2_1163: fig|200643.9.peg.1166
2_1164: fig|200643.9.peg.1167
2_1165: fig|200643.9.peg.1168
2_1166: fig|200643.9.peg.1169
2_1167: fig|200643.9.peg.1170
2_1168: fig|200643.9.peg.1171
2_1169: fig|200643.9.peg.1172
2_1170: fig|200643.9.peg.1173
2_1171: fig|200643.9.peg.1174
2_1172: fig|200643.9.peg.1175
2_1173: fig|200643.9.peg.1176
2_1174: fig|200643.9.peg.1177
2_1175: fig|200643.9.peg.1178
2_1176: fig|200643.9.peg.1179
2_1177: fig|200643.9.peg.1180
2_1178: fig|200643.9.peg.1181
2_1179: fig|200643.9.peg.1182
2_1180: fig|200643.9.peg.1183
2_1181: fig|200643.9.peg.1184
2_1182: fig|200643.9.peg.1185
2_1183: fig|200643.9.peg.1186
2_1184: fig|200643.9.peg.1187
2_1185: fig|200643.9.peg.1188
2_1186: fig|200643.9.peg.1189
2_1187: fig|200643.9.peg.1190
2_1188: fig|200643.9.peg.1192
2_1189: fig|200643.9.peg.1193
2_1190: fig|200643.9.peg.1194
2_1191: fig|200643.9.peg.1195
2_1192: fig|200643.9.peg.1196
2_1193: fig|200643.9.peg.1197
2_1194: fig|200643.9.peg.1198
2_1195: fig|200643.9.peg.1199
2_1196: fig|200643.9.peg.1200
2_1197: fig|200643.9.peg.1201
2_1198: fig|200643.9.peg.1202
2_1199: fig|200643.9.peg.1203
2_1200: fig|200643.9.peg.1204
2_1201: fig|200643.9.peg.1205
2_1202: fig|200643.9.peg.1206
2_1203: fig|200643.9.peg.1207
2_1204: fig|200643.9.peg.1208
2_1205: fig|200643.9.peg.1209
2_1206: fig|200643.9.peg.1210
2_1207: fig|200643.9.peg.1211
2_1208: fig|200643.9.peg.1212
2_1209: fig|200643.9.peg.1213
2_1210: fig|200643.9.peg.1214
2_1211: fig|200643.9.peg.1215
2_1212: fig|200643.9.peg.1216
2_1213: fig|200643.9.peg.1217
2_1214: fig|200643.9.peg.1218
2_1215: fig|200643.9.peg.1219
2_1216: fig|200643.9.peg.1220
2_1217: fig|200643.9.peg.1221
2_1218: fig|200643.9.peg.1222
2_1219: fig|200643.9.peg.1223
2_1220: fig|200643.9.peg.1224
2_1221: fig|200643.9.peg.1225
2_1222: fig|200643.9.peg.1226
2_1223: fig|200643.9.peg.1227
2_1224: fig|200643.9.peg.1228
2_1225: fig|200643.9.peg.1229
2_1226: fig|200643.9.peg.1230
2_1227: fig|200643.9.peg.1231
2_1228: fig|200643.9.peg.1232
2_1229: fig|200643.9.peg.1233
2_1230: fig|200643.9.peg.1234
2_1231: fig|200643.9.peg.1235
2_1232: fig|200643.9.peg.1236
2_1233: fig|200643.9.peg.1237
2_1234: fig|200643.9.peg.1238
2_1235: fig|200643.9.peg.1239
2_1236: fig|200643.9.peg.1240
2_1237: fig|200643.9.peg.1241
2_1238: fig|200643.9.peg.1242
2_1239: fig|200643.9.peg.1243
2_1240: fig|200643.9.peg.1244
2_1241: fig|200643.9.peg.1245
2_1242: fig|200643.9.peg.1246
2_1243: fig|200643.9.peg.1247
2_1244: fig|200643.9.peg.1248
2_1245: fig|200643.9.peg.1249
2_1246: fig|200643.9.peg.1250
2_1247: fig|200643.9.peg.1251
2_1248: fig|200643.9.peg.1252
2_1249: fig|200643.9.peg.1253
2_1250: fig|200643.9.peg.1254
2_1251: fig|200643.9.peg.1255
2_1252: fig|200643.9.peg.1256
2_1253: fig|200643.9.peg.1257
2_1254: fig|200643.9.peg.1258
2_1255: fig|200643.9.peg.1259
2_1256: fig|200643.9.peg.1260
2_1257: fig|200643.9.peg.1261
2_1258: fig|200643.9.peg.1262
2_1259: fig|200643.9.peg.1263
2_1260: fig|200643.9.peg.1264
2_1261: fig|200643.9.peg.1265
2_1262: fig|200643.9.peg.1266
2_1263: fig|200643.9.peg.1267
2_1264: fig|200643.9.peg.1268
2_1265: fig|200643.9.peg.1269
2_1266: fig|200643.9.peg.1270
2_1267: fig|200643.9.peg.1271
2_1268: fig|200643.9.peg.1272
2_1269: fig|200643.9.peg.1273
2_1270: fig|200643.9.peg.1274
2_1271: fig|200643.9.peg.1275
2_1272: fig|200643.9.peg.1276
2_1273: fig|200643.9.peg.1277
2_1274: fig|200643.9.peg.1278
2_1275: fig|200643.9.peg.1279
2_1276: fig|200643.9.peg.1280
2_1277: fig|200643.9.peg.1281
2_1278: fig|200643.9.peg.1282
2_1279: fig|200643.9.peg.1283
2_1280: fig|200643.9.peg.1284
2_1281: fig|200643.9.peg.1285
2_1282: fig|200643.9.peg.1286
2_1283: fig|200643.9.peg.1287
2_1284: fig|200643.9.peg.1288
2_1285: fig|200643.9.peg.1289
2_1286: fig|200643.9.peg.1290
2_1287: fig|200643.9.peg.1291
2_1288: fig|200643.9.peg.1292
2_1289: fig|200643.9.peg.1293
2_1290: fig|200643.9.peg.1294
2_1291: fig|200643.9.peg.1295
2_1292: fig|200643.9.peg.1296
2_1293: fig|200643.9.peg.1297
2_1294: fig|200643.9.peg.1298
2_1295: fig|200643.9.peg.1299
2_1296: fig|200643.9.peg.1300
2_1297: fig|200643.9.peg.1301
2_1298: fig|200643.9.peg.1302
2_1299: fig|200643.9.peg.1303
2_1300: fig|200643.9.peg.1304
2_1301: fig|200643.9.peg.1305
2_1302: fig|200643.9.peg.1306
2_1303: fig|200643.9.peg.1307
2_1304: fig|200643.9.peg.1308
2_1305: fig|200643.9.peg.1309
2_1306: fig|200643.9.peg.1310
2_1307: fig|200643.9.peg.1311
2_1308: fig|200643.9.peg.1312
2_1309: fig|200643.9.peg.1313
2_1310: fig|200643.9.peg.1314
2_1311: fig|200643.9.peg.1315
2_1312: fig|200643.9.peg.1316
2_1313: fig|200643.9.peg.1317
2_1314: fig|200643.9.peg.1318
2_1315: fig|200643.9.peg.1319
2_1316: fig|200643.9.peg.1320
2_1317: fig|200643.9.peg.1321
2_1318: fig|200643.9.peg.1322
2_1319: fig|200643.9.peg.1323
2_1320: fig|200643.9.peg.1324
2_1321: fig|200643.9.peg.1325
2_1322: fig|200643.9.peg.1326
2_1323: fig|200643.9.peg.1327
2_1324: fig|200643.9.peg.1328
2_1325: fig|200643.9.peg.1329
2_1326: fig|200643.9.peg.1330
2_1327: fig|200643.9.peg.1331
2_1328: fig|200643.9.peg.1332
2_1329: fig|200643.9.peg.1333
2_1330: fig|200643.9.peg.1334
2_1331: fig|200643.9.peg.1335
2_1332: fig|200643.9.peg.1336
2_1333: fig|200643.9.peg.1337
2_1334: fig|200643.9.peg.1338
2_1335: fig|200643.9.peg.1339
2_1336: fig|200643.9.peg.1340
2_1337: fig|200643.9.peg.1341
2_1338: fig|200643.9.peg.1342
2_1339: fig|200643.9.peg.1343
2_1340: fig|200643.9.peg.1344
2_1341: fig|200643.9.peg.1345
2_1342: fig|200643.9.peg.1346
2_1343: fig|200643.9.peg.1347
2_1344: fig|200643.9.peg.1348
2_1345: fig|200643.9.peg.1349
2_1346: fig|200643.9.peg.1350
2_1347: fig|200643.9.peg.1351
2_1348: fig|200643.9.peg.1352
2_1349: fig|200643.9.peg.1353
2_1350: fig|200643.9.peg.1354
2_1351: fig|200643.9.peg.1355
2_1352: fig|200643.9.peg.1356
2_1353: fig|200643.9.peg.1357
2_1354: fig|200643.9.peg.1358
2_1355: fig|200643.9.peg.1359
2_1356: fig|200643.9.peg.1360
2_1357: fig|200643.9.peg.1361
2_1358: fig|200643.9.peg.1362
2_1359: fig|200643.9.peg.1363
2_1360: fig|200643.9.peg.1364
2_1361: fig|200643.9.peg.1365
2_1362: fig|200643.9.peg.1366
2_1363: fig|200643.9.peg.1367
2_1364: fig|200643.9.peg.1368
2_1365: fig|200643.9.peg.1369
2_1366: fig|200643.9.peg.1370
2_1367: fig|200643.9.peg.1371
2_1368: fig|200643.9.peg.1372
2_1369: fig|200643.9.peg.1373
2_1370: fig|200643.9.peg.1374
2_1371: fig|200643.9.peg.1375
2_1372: fig|200643.9.peg.1376
2_1373: fig|200643.9.peg.1377
2_1374: fig|200643.9.peg.1378
2_1375: fig|200643.9.peg.1379
2_1376: fig|200643.9.peg.1380
2_1377: fig|200643.9.peg.1381
2_1378: fig|200643.9.peg.1382
2_1379: fig|200643.9.peg.1383
2_1380: fig|200643.9.peg.1384
2_1381: fig|200643.9.peg.1385
2_1382: fig|200643.9.peg.1386
2_1383: fig|200643.9.peg.1387
2_1384: fig|200643.9.peg.1388
2_1385: fig|200643.9.peg.1389
2_1386: fig|200643.9.peg.1390
2_1387: fig|200643.9.peg.1391
2_1388: fig|200643.9.peg.1392
2_1389: fig|200643.9.peg.1393
2_1390: fig|200643.9.peg.1394
2_1391: fig|200643.9.peg.1395
2_1392: fig|200643.9.peg.1396
2_1393: fig|200643.9.peg.1397
2_1394: fig|200643.9.peg.1398
2_1395: fig|200643.9.peg.1399
2_1396: fig|200643.9.peg.1400
2_1397: fig|200643.9.peg.1401
2_1398: fig|200643.9.peg.1402
2_1399: fig|200643.9.peg.1403
2_1400: fig|200643.9.peg.1404
2_1401: fig|200643.9.peg.1405
2_1402: fig|200643.9.peg.1406
2_1403: fig|200643.9.peg.1407
2_1404: fig|200643.9.peg.1408
2_1405: fig|200643.9.peg.1409
2_1406: fig|200643.9.peg.1410
2_1407: fig|200643.9.peg.1411
2_1408: fig|200643.9.peg.1412
2_1409: fig|200643.9.peg.1413
2_1410: fig|200643.9.peg.1414
2_1411: fig|200643.9.peg.1415
2_1412: fig|200643.9.peg.1416
2_1413: fig|200643.9.peg.1417
2_1414: fig|200643.9.peg.1418
2_1415: fig|200643.9.peg.1419
2_1416: fig|200643.9.peg.1420
2_1417: fig|200643.9.peg.1421
2_1418: fig|200643.9.peg.1422
2_1419: fig|200643.9.peg.1423
2_1420: fig|200643.9.peg.1424
2_1421: fig|200643.9.peg.1425
2_1422: fig|200643.9.peg.1426
2_1423: fig|200643.9.peg.1427
2_1424: fig|200643.9.peg.1428
2_1425: fig|200643.9.peg.1429
2_1426: fig|200643.9.peg.1430
2_1427: fig|200643.9.peg.1431
2_1428: fig|200643.9.peg.1432
2_1429: fig|200643.9.peg.1433
2_1430: fig|200643.9.peg.1434
2_1431: fig|200643.9.peg.1435
2_1432: fig|200643.9.peg.1436
2_1433: fig|200643.9.peg.1437
2_1434: fig|200643.9.peg.1438
2_1435: fig|200643.9.peg.1439
2_1436: fig|200643.9.peg.1440
2_1437: fig|200643.9.peg.1441
2_1438: fig|200643.9.peg.1442
2_1439: fig|200643.9.peg.1443
2_1440: fig|200643.9.peg.1444
2_1441: fig|200643.9.peg.1445
2_1442: fig|200643.9.peg.1446
2_1443: fig|200643.9.peg.1447
2_1444: fig|200643.9.peg.1448
2_1445: fig|200643.9.peg.1449
2_1446: fig|200643.9.peg.1450
2_1447: fig|200643.9.peg.1451
2_1448: fig|200643.9.peg.1452
2_1449: fig|200643.9.peg.1453
2_1450: fig|200643.9.peg.1454
2_1451: fig|200643.9.peg.1455
2_1452: fig|200643.9.peg.1456
2_1453: fig|200643.9.peg.1457
2_1454: fig|200643.9.peg.1458
2_1455: fig|200643.9.peg.1459
2_1456: fig|200643.9.peg.1460
2_1457: fig|200643.9.peg.1461
2_1458: fig|200643.9.peg.1462
2_1459: fig|200643.9.peg.1463
2_1460: fig|200643.9.peg.1464
2_1461: fig|200643.9.peg.1465
2_1462: fig|200643.9.peg.1466
2_1463: fig|200643.9.peg.1467
2_1464: fig|200643.9.peg.1468
2_1465: fig|200643.9.peg.1469
2_1466: fig|200643.9.peg.1470
2_1467: fig|200643.9.peg.1471
2_1468: fig|200643.9.peg.1472
2_1469: fig|200643.9.peg.1473
2_1470: fig|200643.9.peg.1474
2_1471: fig|200643.9.peg.1475
2_1472: fig|200643.9.peg.1476
2_1473: fig|200643.9.peg.1477
2_1474: fig|200643.9.peg.1478
2_1475: fig|200643.9.peg.1479
2_1476: fig|200643.9.peg.1480
2_1477: fig|200643.9.peg.1481
2_1478: fig|200643.9.peg.1482
2_1479: fig|200643.9.peg.1483
2_1480: fig|200643.9.peg.1484
2_1481: fig|200643.9.peg.1485
2_1482: fig|200643.9.peg.1486
2_1483: fig|200643.9.peg.1487
2_1484: fig|200643.9.peg.1488
2_1485: fig|200643.9.peg.1489
2_1486: fig|200643.9.peg.1490
2_1487: fig|200643.9.peg.1491
2_1488: fig|200643.9.peg.1492
2_1489: fig|200643.9.peg.1493
2_1490: fig|200643.9.peg.1494
2_1491: fig|200643.9.peg.1495
2_1492: fig|200643.9.peg.1496
2_1493: fig|200643.9.peg.1497
2_1494: fig|200643.9.peg.1498
2_1495: fig|200643.9.peg.1499
2_1496: fig|200643.9.peg.1500
2_1497: fig|200643.9.peg.1501
2_1498: fig|200643.9.peg.1502
2_1499: fig|200643.9.peg.1503
2_1500: fig|200643.9.peg.1504
2_1501: fig|200643.9.peg.1505
2_1502: fig|200643.9.peg.1506
2_1503: fig|200643.9.peg.1507
2_1504: fig|200643.9.peg.1508
2_1505: fig|200643.9.peg.1509
2_1506: fig|200643.9.peg.1510
2_1507: fig|200643.9.peg.1511
2_1508: fig|200643.9.peg.1512
2_1509: fig|200643.9.peg.1513
2_1510: fig|200643.9.peg.1514
2_1511: fig|200643.9.peg.1515
2_1512: fig|200643.9.peg.1516
2_1513: fig|200643.9.peg.1517
2_1514: fig|200643.9.peg.1518
2_1515: fig|200643.9.peg.1519
2_1516: fig|200643.9.peg.1520
2_1517: fig|200643.9.peg.1521
2_1518: fig|200643.9.peg.1522
2_1519: fig|200643.9.peg.1523
2_1520: fig|200643.9.peg.1524
2_1521: fig|200643.9.peg.1525
2_1522: fig|200643.9.peg.1526
2_1523: fig|200643.9.peg.1527
2_1524: fig|200643.9.peg.1528
2_1525: fig|200643.9.peg.1529
2_1526: fig|200643.9.peg.1530
2_1527: fig|200643.9.peg.1531
2_1528: fig|200643.9.peg.1532
2_1529: fig|200643.9.peg.1533
2_1530: fig|200643.9.peg.1534
2_1531: fig|200643.9.peg.1535
2_1532: fig|200643.9.peg.1536
2_1533: fig|200643.9.peg.1537
2_1534: fig|200643.9.peg.1538
2_1535: fig|200643.9.peg.1539
2_1536: fig|200643.9.peg.1540
2_1537: fig|200643.9.peg.1541
2_1538: fig|200643.9.peg.1542
2_1539: fig|200643.9.peg.1543
2_1540: fig|200643.9.peg.1544
2_1541: fig|200643.9.peg.1545
2_1542: fig|200643.9.peg.1546
2_1543: fig|200643.9.peg.1547
2_1544: fig|200643.9.peg.1548
2_1545: fig|200643.9.peg.1549
2_1546: fig|200643.9.peg.1550
2_1547: fig|200643.9.peg.1551
2_1548: fig|200643.9.peg.1552
2_1549: fig|200643.9.peg.1553
2_1550: fig|200643.9.peg.1554
2_1551: fig|200643.9.peg.1555
2_1552: fig|200643.9.peg.1556
2_1553: fig|200643.9.peg.1557
2_1554: fig|200643.9.peg.1558
2_1555: fig|200643.9.peg.1559
2_1556: fig|200643.9.peg.1560
2_1557: fig|200643.9.peg.1561
2_1558: fig|200643.9.peg.1562
2_1559: fig|200643.9.peg.1563
2_1560: fig|200643.9.peg.1564
2_1561: fig|200643.9.peg.1565
2_1562: fig|200643.9.peg.1566
2_1563: fig|200643.9.peg.1567
2_1564: fig|200643.9.peg.1568
2_1565: fig|200643.9.peg.1569
2_1566: fig|200643.9.peg.1570
2_1567: fig|200643.9.peg.1571
2_1568: fig|200643.9.peg.1572
2_1569: fig|200643.9.peg.1573
2_1570: fig|200643.9.peg.1574
2_1571: fig|200643.9.peg.1575
2_1572: fig|200643.9.peg.1576
2_1573: fig|200643.9.peg.1577
2_1574: fig|200643.9.peg.1578
2_1575: fig|200643.9.peg.1579
2_1576: fig|200643.9.peg.1580
2_1577: fig|200643.9.peg.1581
2_1578: fig|200643.9.peg.1582
2_1579: fig|200643.9.peg.1583
2_1580: fig|200643.9.peg.1584
2_1581: fig|200643.9.peg.1585
2_1582: fig|200643.9.peg.1586
2_1583: fig|200643.9.peg.1587
2_1584: fig|200643.9.peg.1588
2_1585: fig|200643.9.peg.1589
2_1586: fig|200643.9.peg.1590
2_1587: fig|200643.9.peg.1591
2_1588: fig|200643.9.peg.1592
2_1589: fig|200643.9.peg.1593
2_1590: fig|200643.9.peg.1594
2_1591: fig|200643.9.peg.1595
2_1592: fig|200643.9.peg.1596
2_1593: fig|200643.9.peg.1597
2_1594: fig|200643.9.peg.1598
2_1595: fig|200643.9.peg.1599
2_1596: fig|200643.9.peg.1600
2_1597: fig|200643.9.peg.1601
2_1598: fig|200643.9.peg.1602
2_1599: fig|200643.9.peg.1603
2_1600: fig|200643.9.peg.1604
2_1601: fig|200643.9.peg.1605
2_1602: fig|200643.9.peg.1606
2_1603: fig|200643.9.peg.1607
2_1604: fig|200643.9.peg.1608
2_1605: fig|200643.9.peg.1609
2_1606: fig|200643.9.peg.1610
2_1607: fig|200643.9.peg.1611
2_1608: fig|200643.9.peg.1612
2_1609: fig|200643.9.peg.1613
2_1610: fig|200643.9.peg.1614
2_1611: fig|200643.9.peg.1615
2_1612: fig|200643.9.peg.1616
2_1613: fig|200643.9.peg.1617
2_1614: fig|200643.9.peg.1618
2_1615: fig|200643.9.peg.1619
2_1616: fig|200643.9.peg.1620
2_1617: fig|200643.9.peg.1621
2_1618: fig|200643.9.peg.1622
2_1619: fig|200643.9.peg.1623
2_1620: fig|200643.9.peg.1624
2_1621: fig|200643.9.peg.1625
2_1622: fig|200643.9.peg.1626
2_1623: fig|200643.9.peg.1627
2_1624: fig|200643.9.peg.1628
2_1625: fig|200643.9.peg.1629
2_1626: fig|200643.9.peg.1630
2_1627: fig|200643.9.peg.1631
2_1628: fig|200643.9.peg.1632
2_1629: fig|200643.9.peg.1633
2_1630: fig|200643.9.peg.1634
2_1631: fig|200643.9.peg.1635
2_1632: fig|200643.9.peg.1636
2_1633: fig|200643.9.peg.1637
2_1634: fig|200643.9.peg.1638
2_1635: fig|200643.9.peg.1639
2_1636: fig|200643.9.peg.1640
2_1637: fig|200643.9.peg.1641
2_1638: fig|200643.9.peg.1642
2_1639: fig|200643.9.peg.1643
2_1640: fig|200643.9.peg.1644
2_1641: fig|200643.9.peg.1645
2_1642: fig|200643.9.peg.1646
2_1643: fig|200643.9.peg.1647
2_1644: fig|200643.9.peg.1648
2_1645: fig|200643.9.peg.1649
2_1646: fig|200643.9.peg.1650
2_1647: fig|200643.9.peg.1651
2_1648: fig|200643.9.peg.1652
2_1649: fig|200643.9.peg.1653
2_1650: fig|200643.9.peg.1654
2_1651: fig|200643.9.peg.1655
2_1652: fig|200643.9.peg.1656
2_1653: fig|200643.9.peg.1657
2_1654: fig|200643.9.peg.1658
2_1655: fig|200643.9.peg.1659
