"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42"
"OG0000320:","fig|1196095.96.peg.253","fig|1196095.108.peg.268","fig|1196095.127.peg.2249","fig|1196095.98.peg.2306","fig|1196095.110.peg.117","fig|1196095.112.peg.1722","fig|1196095.119.peg.586","fig|1196095.114.peg.1280","fig|1196095.100.peg.2","fig|1196095.123.peg.738","fig|1196095.132.peg.1864","fig|1196095.102.peg.1413","fig|1196095.115.peg.1771","fig|1196095.135.peg.442","fig|1196095.116.peg.2618","fig|1196095.95.peg.193","fig|1196095.113.peg.802","fig|1196095.106.peg.540","fig|1196095.121.peg.2304","fig|1196095.134.peg.562","fig|1196095.130.peg.90","fig|1196095.118.peg.553","fig|1196095.101.peg.70","fig|1196095.128.peg.2217","fig|1196095.99.peg.1452","fig|1196095.129.peg.825","fig|1196095.122.peg.1408","fig|1196095.94.peg.748","fig|1196095.104.peg.1008","fig|1196095.133.peg.2690","fig|1196095.124.peg.618","fig|1196095.103.peg.978","fig|1196095.107.peg.1787","fig|1196095.97.peg.1203","fig|1196095.109.peg.1414","fig|1196095.111.peg.77","fig|1196095.117.peg.1849","fig|1196095.120.peg.1565","fig|1196095.105.peg.1221","fig|1196095.126.peg.861","fig|1196095.125.peg.447","fig|1196095.131.peg.554"
"OG0000839:","fig|1196095.135.peg.293","fig|1196095.97.peg.805","fig|1196095.110.peg.2622","fig|1196095.102.peg.1014","fig|1196095.125.peg.1207","fig|1196095.133.peg.1513","fig|1196095.118.peg.833","fig|1196095.122.peg.271","fig|1196095.126.peg.1236","fig|1196095.108.peg.2110","fig|1196095.129.peg.2119","fig|1196095.101.peg.641","fig|1196095.113.peg.131","fig|1196095.98.peg.197","fig|1196095.123.peg.1708","fig|1196095.116.peg.410","fig|1196095.107.peg.159","fig|1196095.130.peg.700","fig|1196095.120.peg.2186","fig|1196095.121.peg.1704","fig|1196095.127.peg.1731","fig|1196095.134.peg.1755","fig|1196095.106.peg.457","fig|1196095.131.peg.1528","fig|1196095.95.peg.2140","fig|1196095.103.peg.1307","fig|1196095.128.peg.2022","fig|1196095.124.peg.1068","fig|1196095.111.peg.2572","fig|1196095.99.peg.819","fig|1196095.105.peg.2448","fig|1196095.112.peg.1198","fig|1196095.109.peg.1300","fig|1196095.94.peg.1978","fig|1196095.114.peg.1905","fig|1196095.104.peg.1289","fig|1196095.132.peg.1425","fig|1196095.115.peg.462","fig|1196095.100.peg.1564","fig|1196095.117.peg.2406","fig|1196095.96.peg.1720","fig|1196095.119.peg.349"
"OG0000840:","fig|1196095.135.peg.292","fig|1196095.110.peg.2621","fig|1196095.97.peg.806","fig|1196095.103.peg.1308","fig|1196095.94.peg.1977","fig|1196095.125.peg.1206","fig|1196095.133.peg.1510","fig|1196095.130.peg.701","fig|1196095.118.peg.832","fig|1196095.109.peg.1299","fig|1196095.112.peg.1197","fig|1196095.122.peg.270","fig|1196095.126.peg.1235","fig|1196095.129.peg.2120","fig|1196095.108.peg.2111","fig|1196095.131.peg.1529","fig|1196095.113.peg.130","fig|1196095.116.peg.409","fig|1196095.107.peg.160","fig|1196095.121.peg.1703","fig|1196095.120.peg.2185","fig|1196095.98.peg.196","fig|1196095.127.peg.1732","fig|1196095.105.peg.2449","fig|1196095.134.peg.1754","fig|1196095.95.peg.2139","fig|1196095.106.peg.456","fig|1196095.104.peg.1290","fig|1196095.128.peg.2023","fig|1196095.124.peg.1067","fig|1196095.111.peg.2571","fig|1196095.102.peg.1015","fig|1196095.99.peg.818","fig|1196095.119.peg.350","fig|1196095.132.peg.1424","fig|1196095.101.peg.642","fig|1196095.123.peg.1707","fig|1196095.100.peg.1565","fig|1196095.96.peg.1719","fig|1196095.117.peg.2407","fig|1196095.115.peg.463","fig|1196095.114.peg.1906"
"OG0000841:","fig|1196095.129.peg.1442","fig|1196095.102.peg.1590","fig|1196095.106.peg.1721","fig|1196095.131.peg.1311","fig|1196095.135.peg.279","fig|1196095.110.peg.1658","fig|1196095.103.peg.1314","fig|1196095.121.peg.2692","fig|1196095.99.peg.1823","fig|1196095.107.peg.2136","fig|1196095.130.peg.2168","fig|1196095.124.peg.2301","fig|1196095.120.peg.1070","fig|1196095.109.peg.1234","fig|1196095.122.peg.1462","fig|1196095.114.peg.290","fig|1196095.104.peg.752","fig|1196095.95.peg.797","fig|1196095.100.peg.1571","fig|1196095.116.peg.2235","fig|1196095.94.peg.1144","fig|1196095.127.peg.913","fig|1196095.113.peg.259","fig|1196095.97.peg.113","fig|1196095.132.peg.828","fig|1196095.134.peg.1433","fig|1196095.115.peg.1104","fig|1196095.125.peg.1422","fig|1196095.118.peg.1864","fig|1196095.117.peg.1072","fig|1196095.112.peg.1780","fig|1196095.123.peg.1504","fig|1196095.133.peg.2728","fig|1196095.96.peg.633","fig|1196095.105.peg.1311","fig|1196095.108.peg.1577","fig|1196095.128.peg.1525","fig|1196095.111.peg.1093","fig|1196095.126.peg.1229","fig|1196095.98.peg.1178","fig|1196095.119.peg.1835","fig|1196095.101.peg.648"
"OG0000842:","fig|1196095.102.peg.1589","fig|1196095.103.peg.1315","fig|1196095.120.peg.1069","fig|1196095.99.peg.1822","fig|1196095.118.peg.1865","fig|1196095.128.peg.1526","fig|1196095.110.peg.1659","fig|1196095.107.peg.2137","fig|1196095.130.peg.2167","fig|1196095.106.peg.1722","fig|1196095.122.peg.1461","fig|1196095.114.peg.291","fig|1196095.112.peg.1779","fig|1196095.100.peg.1572","fig|1196095.134.peg.1434","fig|1196095.116.peg.2236","fig|1196095.105.peg.1310","fig|1196095.124.peg.2300","fig|1196095.95.peg.798","fig|1196095.133.peg.2583","fig|1196095.135.peg.278","fig|1196095.127.peg.912","fig|1196095.113.peg.260","fig|1196095.97.peg.114","fig|1196095.132.peg.827","fig|1196095.121.peg.2691","fig|1196095.115.peg.1103","fig|1196095.101.peg.649","fig|1196095.125.peg.1423","fig|1196095.131.peg.1312","fig|1196095.104.peg.753","fig|1196095.94.peg.1143","fig|1196095.109.peg.1235","fig|1196095.129.peg.1441","fig|1196095.96.peg.632","fig|1196095.123.peg.1503","fig|1196095.108.peg.1578","fig|1196095.117.peg.1071","fig|1196095.111.peg.1094","fig|1196095.126.peg.1228","fig|1196095.98.peg.1179","fig|1196095.119.peg.1834"
"OG0000843:","fig|1196095.99.peg.1820","fig|1196095.102.peg.1587","fig|1196095.103.peg.1317","fig|1196095.128.peg.1528","fig|1196095.110.peg.1661","fig|1196095.131.peg.1314","fig|1196095.133.peg.2584","fig|1196095.96.peg.630","fig|1196095.130.peg.2165","fig|1196095.107.peg.2139","fig|1196095.106.peg.1724","fig|1196095.101.peg.651","fig|1196095.122.peg.1459","fig|1196095.119.peg.1832","fig|1196095.116.peg.2238","fig|1196095.112.peg.1777","fig|1196095.100.peg.1574","fig|1196095.111.peg.1096","fig|1196095.114.peg.293","fig|1196095.95.peg.800","fig|1196095.134.peg.1436","fig|1196095.127.peg.910","fig|1196095.97.peg.116","fig|1196095.135.peg.276","fig|1196095.132.peg.825","fig|1196095.125.peg.1425","fig|1196095.118.peg.1867","fig|1196095.104.peg.755","fig|1196095.115.peg.1101","fig|1196095.121.peg.2689","fig|1196095.105.peg.1308","fig|1196095.113.peg.262","fig|1196095.129.peg.1439","fig|1196095.109.peg.1237","fig|1196095.123.peg.1501","fig|1196095.94.peg.1141","fig|1196095.124.peg.2298","fig|1196095.126.peg.1226","fig|1196095.108.peg.1580","fig|1196095.120.peg.1067","fig|1196095.117.peg.1069","fig|1196095.98.peg.1181"
"OG0000844:","fig|1196095.102.peg.1585","fig|1196095.131.peg.1316","fig|1196095.110.peg.1663","fig|1196095.128.peg.1530","fig|1196095.103.peg.1319","fig|1196095.130.peg.2163","fig|1196095.107.peg.2141","fig|1196095.127.peg.908","fig|1196095.96.peg.628","fig|1196095.106.peg.1726","fig|1196095.124.peg.2296","fig|1196095.95.peg.802","fig|1196095.100.peg.1576","fig|1196095.116.peg.2240","fig|1196095.101.peg.653","fig|1196095.111.peg.1098","fig|1196095.112.peg.1775","fig|1196095.134.peg.1438","fig|1196095.113.peg.264","fig|1196095.132.peg.823","fig|1196095.104.peg.757","fig|1196095.120.peg.1065","fig|1196095.133.peg.102","fig|1196095.135.peg.274","fig|1196095.99.peg.1818","fig|1196095.125.peg.1427","fig|1196095.129.peg.1437","fig|1196095.97.peg.118","fig|1196095.119.peg.1830","fig|1196095.118.peg.1869","fig|1196095.121.peg.2687","fig|1196095.115.peg.1099","fig|1196095.109.peg.1239","fig|1196095.105.peg.1306","fig|1196095.123.peg.1499","fig|1196095.94.peg.1139","fig|1196095.126.peg.1224","fig|1196095.114.peg.295","fig|1196095.108.peg.1582","fig|1196095.117.peg.1067","fig|1196095.122.peg.1457","fig|1196095.98.peg.1183"
"OG0000845:","fig|1196095.110.peg.1664","fig|1196095.102.peg.1584","fig|1196095.124.peg.2295","fig|1196095.131.peg.1317","fig|1196095.128.peg.1531","fig|1196095.103.peg.1320","fig|1196095.130.peg.2162","fig|1196095.133.peg.2735","fig|1196095.127.peg.907","fig|1196095.107.peg.2142","fig|1196095.106.peg.1727","fig|1196095.126.peg.1223","fig|1196095.96.peg.627","fig|1196095.125.peg.1428","fig|1196095.134.peg.1439","fig|1196095.95.peg.803","fig|1196095.99.peg.1817","fig|1196095.101.peg.654","fig|1196095.120.peg.1064","fig|1196095.111.peg.1099","fig|1196095.112.peg.1774","fig|1196095.97.peg.119","fig|1196095.132.peg.822","fig|1196095.129.peg.1436","fig|1196095.135.peg.273","fig|1196095.115.peg.1098","fig|1196095.121.peg.2686","fig|1196095.119.peg.1829","fig|1196095.104.peg.758","fig|1196095.109.peg.1240","fig|1196095.105.peg.1305","fig|1196095.113.peg.265","fig|1196095.116.peg.2241","fig|1196095.94.peg.1138","fig|1196095.123.peg.1498","fig|1196095.98.peg.1184","fig|1196095.114.peg.296","fig|1196095.108.peg.1583","fig|1196095.100.peg.1577","fig|1196095.117.peg.1066","fig|1196095.122.peg.1456","fig|1196095.118.peg.1870"
"OG0000846:","fig|1196095.134.peg.1446","fig|1196095.135.peg.266","fig|1196095.116.peg.2244","fig|1196095.128.peg.1538","fig|1196095.110.peg.1667","fig|1196095.125.peg.1435","fig|1196095.121.peg.2679","fig|1196095.115.peg.1091","fig|1196095.122.peg.1449","fig|1196095.97.peg.125","fig|1196095.99.peg.1806","fig|1196095.96.peg.624","fig|1196095.106.peg.1730","fig|1196095.98.peg.1195","fig|1196095.109.peg.1251","fig|1196095.124.peg.2292","fig|1196095.112.peg.1768","fig|1196095.120.peg.1058","fig|1196095.111.peg.1102","fig|1196095.126.peg.1217","fig|1196095.102.peg.1578","fig|1196095.105.peg.1302","fig|1196095.101.peg.660","fig|1196095.104.peg.761","fig|1196095.94.peg.2193","fig|1196095.133.peg.1169","fig|1196095.131.peg.1324","fig|1196095.108.peg.1589","fig|1196095.118.peg.1873","fig|1196095.127.peg.892","fig|1196095.107.peg.2149","fig|1196095.130.peg.2154","fig|1196095.103.peg.1326","fig|1196095.113.peg.271","fig|1196095.119.peg.1823","fig|1196095.95.peg.809","fig|1196095.114.peg.303","fig|1196095.132.peg.815","fig|1196095.123.peg.1491","fig|1196095.117.peg.1063","fig|1196095.100.peg.1583","fig|1196095.129.peg.1429"
"OG0000847:","fig|1196095.129.peg.1428","fig|1196095.135.peg.265","fig|1196095.99.peg.1805","fig|1196095.110.peg.1668","fig|1196095.104.peg.762","fig|1196095.125.peg.1436","fig|1196095.121.peg.2678","fig|1196095.115.peg.1090","fig|1196095.102.peg.1577","fig|1196095.113.peg.272","fig|1196095.106.peg.1845","fig|1196095.95.peg.810","fig|1196095.96.peg.623","fig|1196095.98.peg.1196","fig|1196095.109.peg.1252","fig|1196095.126.peg.1216","fig|1196095.120.peg.1057","fig|1196095.111.peg.1103","fig|1196095.105.peg.1301","fig|1196095.128.peg.1539","fig|1196095.118.peg.1874","fig|1196095.131.peg.1325","fig|1196095.108.peg.1590","fig|1196095.94.peg.2192","fig|1196095.127.peg.891","fig|1196095.107.peg.2150","fig|1196095.133.peg.3125","fig|1196095.130.peg.2153","fig|1196095.103.peg.1327","fig|1196095.124.peg.2291","fig|1196095.119.peg.1822","fig|1196095.101.peg.661","fig|1196095.132.peg.814","fig|1196095.97.peg.126","fig|1196095.116.peg.2245","fig|1196095.114.peg.304","fig|1196095.122.peg.1448","fig|1196095.123.peg.1490","fig|1196095.112.peg.1767","fig|1196095.134.peg.1447","fig|1196095.117.peg.1062","fig|1196095.100.peg.1584"
"OG0000848:","fig|1196095.123.peg.1488","fig|1196095.114.peg.307","fig|1196095.133.peg.2885","fig|1196095.110.peg.1670","fig|1196095.121.peg.2676","fig|1196095.96.peg.621","fig|1196095.115.peg.1088","fig|1196095.113.peg.274","fig|1196095.127.peg.889","fig|1196095.106.peg.1847","fig|1196095.135.peg.263","fig|1196095.98.peg.1198","fig|1196095.109.peg.1254","fig|1196095.97.peg.128","fig|1196095.117.peg.1060","fig|1196095.122.peg.1446","fig|1196095.111.peg.1105","fig|1196095.116.peg.2247","fig|1196095.120.peg.1055","fig|1196095.107.peg.2152","fig|1196095.130.peg.2151","fig|1196095.102.peg.1575","fig|1196095.128.peg.1541","fig|1196095.129.peg.1426","fig|1196095.118.peg.1876","fig|1196095.126.peg.1214","fig|1196095.99.peg.1803","fig|1196095.108.peg.1592","fig|1196095.131.peg.1327","fig|1196095.94.peg.2190","fig|1196095.119.peg.1820","fig|1196095.103.peg.1329","fig|1196095.124.peg.2289","fig|1196095.132.peg.812","fig|1196095.104.peg.764","fig|1196095.134.peg.1449","fig|1196095.95.peg.812","fig|1196095.125.peg.1438","fig|1196095.105.peg.2313","fig|1196095.112.peg.1765","fig|1196095.101.peg.663","fig|1196095.100.peg.1586"
"OG0000849:","fig|1196095.108.peg.1596","fig|1196095.122.peg.1442","fig|1196095.135.peg.260","fig|1196095.123.peg.1484","fig|1196095.118.peg.1880","fig|1196095.104.peg.768","fig|1196095.110.peg.1674","fig|1196095.125.peg.1442","fig|1196095.98.peg.1201","fig|1196095.106.peg.1851","fig|1196095.113.peg.278","fig|1196095.100.peg.1589","fig|1196095.109.peg.1257","fig|1196095.99.peg.1800","fig|1196095.129.peg.1422","fig|1196095.97.peg.132","fig|1196095.132.peg.808","fig|1196095.117.peg.1055","fig|1196095.112.peg.1761","fig|1196095.102.peg.1571","fig|1196095.114.peg.311","fig|1196095.128.peg.1545","fig|1196095.134.peg.1453","fig|1196095.131.peg.1331","fig|1196095.96.peg.617","fig|1196095.107.peg.2156","fig|1196095.94.peg.2187","fig|1196095.119.peg.1817","fig|1196095.124.peg.2285","fig|1196095.130.peg.2147","fig|1196095.103.peg.1332","fig|1196095.133.peg.3664","fig|1196095.127.peg.885","fig|1196095.105.peg.2309","fig|1196095.111.peg.1109","fig|1196095.121.peg.2672","fig|1196095.95.peg.815","fig|1196095.126.peg.1211","fig|1196095.116.peg.2252","fig|1196095.120.peg.1051","fig|1196095.101.peg.666","fig|1196095.115.peg.1084"
"OG0000850:","fig|1196095.110.peg.1675","fig|1196095.99.peg.1799","fig|1196095.135.peg.259","fig|1196095.108.peg.1597","fig|1196095.118.peg.1881","fig|1196095.104.peg.769","fig|1196095.98.peg.1202","fig|1196095.100.peg.1590","fig|1196095.113.peg.279","fig|1196095.109.peg.1258","fig|1196095.129.peg.1421","fig|1196095.117.peg.1054","fig|1196095.103.peg.1333","fig|1196095.97.peg.133","fig|1196095.132.peg.807","fig|1196095.133.peg.71","fig|1196095.120.peg.1050","fig|1196095.107.peg.2157","fig|1196095.112.peg.1760","fig|1196095.102.peg.1570","fig|1196095.114.peg.312","fig|1196095.106.peg.591","fig|1196095.124.peg.2284","fig|1196095.122.peg.1441","fig|1196095.134.peg.1454","fig|1196095.131.peg.1332","fig|1196095.128.peg.1546","fig|1196095.105.peg.124","fig|1196095.96.peg.616","fig|1196095.94.peg.2186","fig|1196095.125.peg.1443","fig|1196095.121.peg.2671","fig|1196095.130.peg.2146","fig|1196095.119.peg.1816","fig|1196095.127.peg.884","fig|1196095.123.peg.1483","fig|1196095.111.peg.1110","fig|1196095.126.peg.1210","fig|1196095.95.peg.816","fig|1196095.116.peg.2253","fig|1196095.101.peg.667","fig|1196095.115.peg.1083"
"OG0000851:","fig|1196095.99.peg.1798","fig|1196095.133.peg.3090","fig|1196095.135.peg.258","fig|1196095.108.peg.1598","fig|1196095.118.peg.1882","fig|1196095.104.peg.770","fig|1196095.131.peg.1333","fig|1196095.121.peg.2670","fig|1196095.100.peg.1591","fig|1196095.113.peg.280","fig|1196095.117.peg.1053","fig|1196095.109.peg.1259","fig|1196095.129.peg.1420","fig|1196095.103.peg.1334","fig|1196095.97.peg.134","fig|1196095.132.peg.806","fig|1196095.115.peg.1082","fig|1196095.107.peg.2158","fig|1196095.130.peg.2145","fig|1196095.102.peg.1569","fig|1196095.114.peg.313","fig|1196095.106.peg.592","fig|1196095.134.peg.1455","fig|1196095.122.peg.1440","fig|1196095.96.peg.615","fig|1196095.98.peg.1203","fig|1196095.105.peg.125","fig|1196095.94.peg.2185","fig|1196095.128.peg.1547","fig|1196095.125.peg.1444","fig|1196095.126.peg.1209","fig|1196095.124.peg.2283","fig|1196095.119.peg.1815","fig|1196095.127.peg.883","fig|1196095.110.peg.1676","fig|1196095.111.peg.1111","fig|1196095.123.peg.1482","fig|1196095.112.peg.1759","fig|1196095.120.peg.1049","fig|1196095.116.peg.2254","fig|1196095.95.peg.817","fig|1196095.101.peg.668"
"OG0000852:","fig|1196095.99.peg.1792","fig|1196095.133.peg.2674","fig|1196095.102.peg.1563","fig|1196095.134.peg.1461","fig|1196095.105.peg.131","fig|1196095.96.peg.608","fig|1196095.118.peg.1888","fig|1196095.108.peg.1604","fig|1196095.112.peg.1753","fig|1196095.131.peg.1339","fig|1196095.106.peg.1325","fig|1196095.132.peg.800","fig|1196095.130.peg.2139","fig|1196095.100.peg.1597","fig|1196095.103.peg.1340","fig|1196095.127.peg.877","fig|1196095.120.peg.1043","fig|1196095.107.peg.2164","fig|1196095.94.peg.2179","fig|1196095.116.peg.2260","fig|1196095.123.peg.1476","fig|1196095.101.peg.674","fig|1196095.97.peg.140","fig|1196095.119.peg.1809","fig|1196095.114.peg.319","fig|1196095.95.peg.823","fig|1196095.135.peg.252","fig|1196095.122.peg.1434","fig|1196095.110.peg.1682","fig|1196095.98.peg.1209","fig|1196095.104.peg.776","fig|1196095.121.peg.2664","fig|1196095.125.peg.1450","fig|1196095.113.peg.286","fig|1196095.109.peg.1265","fig|1196095.124.peg.2277","fig|1196095.129.peg.1414","fig|1196095.115.peg.1076","fig|1196095.117.peg.1047","fig|1196095.111.peg.1117","fig|1196095.126.peg.1203","fig|1196095.128.peg.1553"
"OG0000853:","fig|1196095.99.peg.1791","fig|1196095.124.peg.2276","fig|1196095.97.peg.141","fig|1196095.102.peg.1562","fig|1196095.134.peg.1462","fig|1196095.108.peg.1605","fig|1196095.125.peg.1451","fig|1196095.112.peg.1752","fig|1196095.133.peg.1347","fig|1196095.131.peg.1340","fig|1196095.127.peg.876","fig|1196095.105.peg.132","fig|1196095.100.peg.1598","fig|1196095.103.peg.1341","fig|1196095.118.peg.1889","fig|1196095.130.peg.2138","fig|1196095.95.peg.824","fig|1196095.94.peg.2178","fig|1196095.101.peg.675","fig|1196095.115.peg.1075","fig|1196095.119.peg.1808","fig|1196095.120.peg.1042","fig|1196095.132.peg.799","fig|1196095.135.peg.251","fig|1196095.122.peg.1433","fig|1196095.114.peg.320","fig|1196095.110.peg.1683","fig|1196095.123.peg.1475","fig|1196095.104.peg.777","fig|1196095.106.peg.1324","fig|1196095.121.peg.2663","fig|1196095.113.peg.287","fig|1196095.109.peg.1266","fig|1196095.116.peg.2261","fig|1196095.96.peg.607","fig|1196095.129.peg.1413","fig|1196095.98.peg.1210","fig|1196095.111.peg.1118","fig|1196095.128.peg.1554","fig|1196095.117.peg.1046","fig|1196095.107.peg.2165","fig|1196095.126.peg.1202"
"OG0000855:","fig|1196095.97.peg.145","fig|1196095.114.peg.324","fig|1196095.112.peg.995","fig|1196095.100.peg.1602","fig|1196095.120.peg.2297","fig|1196095.125.peg.1455","fig|1196095.96.peg.603","fig|1196095.106.peg.427","fig|1196095.105.peg.136","fig|1196095.124.peg.2272","fig|1196095.111.peg.1122","fig|1196095.115.peg.1070","fig|1196095.130.peg.2134","fig|1196095.95.peg.828","fig|1196095.109.peg.48","fig|1196095.121.peg.2659","fig|1196095.101.peg.679","fig|1196095.134.peg.1466","fig|1196095.108.peg.1609","fig|1196095.102.peg.1323","fig|1196095.135.peg.247","fig|1196095.132.peg.795","fig|1196095.126.peg.1198","fig|1196095.122.peg.1428","fig|1196095.133.peg.1981","fig|1196095.104.peg.781","fig|1196095.118.peg.1893","fig|1196095.110.peg.1687","fig|1196095.98.peg.401","fig|1196095.127.peg.872","fig|1196095.113.peg.291","fig|1196095.129.peg.1409","fig|1196095.103.peg.1345","fig|1196095.131.peg.1344","fig|1196095.123.peg.1470","fig|1196095.128.peg.1560","fig|1196095.117.peg.1042","fig|1196095.119.peg.1911","fig|1196095.116.peg.2268","fig|1196095.107.peg.2169","fig|1196095.94.peg.2174","fig|1196095.99.peg.221"
"OG0000856:","fig|1196095.97.peg.147","fig|1196095.106.peg.346","fig|1196095.114.peg.326","fig|1196095.134.peg.1468","fig|1196095.112.peg.997","fig|1196095.100.peg.1604","fig|1196095.122.peg.1426","fig|1196095.120.peg.2295","fig|1196095.125.peg.1457","fig|1196095.105.peg.1620","fig|1196095.127.peg.870","fig|1196095.110.peg.1689","fig|1196095.124.peg.2270","fig|1196095.119.peg.1913","fig|1196095.99.peg.219","fig|1196095.111.peg.1124","fig|1196095.104.peg.783","fig|1196095.115.peg.1068","fig|1196095.108.peg.1611","fig|1196095.95.peg.830","fig|1196095.109.peg.46","fig|1196095.117.peg.1040","fig|1196095.101.peg.681","fig|1196095.135.peg.245","fig|1196095.126.peg.1196","fig|1196095.132.peg.793","fig|1196095.130.peg.2131","fig|1196095.96.peg.601","fig|1196095.98.peg.403","fig|1196095.118.peg.1895","fig|1196095.121.peg.2657","fig|1196095.133.peg.692","fig|1196095.103.peg.1347","fig|1196095.129.peg.1407","fig|1196095.131.peg.1346","fig|1196095.128.peg.1562","fig|1196095.94.peg.2172","fig|1196095.123.peg.1468","fig|1196095.116.peg.2270","fig|1196095.113.peg.293","fig|1196095.102.peg.1321","fig|1196095.107.peg.2171"
"OG0000857:","fig|1196095.95.peg.715","fig|1196095.121.peg.4","fig|1196095.100.peg.1617","fig|1196095.106.peg.1866","fig|1196095.130.peg.2261","fig|1196095.113.peg.1271","fig|1196095.94.peg.400","fig|1196095.96.peg.352","fig|1196095.108.peg.129","fig|1196095.131.peg.1255","fig|1196095.99.peg.1664","fig|1196095.104.peg.489","fig|1196095.127.peg.982","fig|1196095.107.peg.1808","fig|1196095.102.peg.1034","fig|1196095.116.peg.1715","fig|1196095.112.peg.785","fig|1196095.101.peg.495","fig|1196095.109.peg.2429","fig|1196095.115.peg.1186","fig|1196095.124.peg.2369","fig|1196095.98.peg.719","fig|1196095.126.peg.1744","fig|1196095.105.peg.1583","fig|1196095.117.peg.924","fig|1196095.135.peg.233","fig|1196095.122.peg.1550","fig|1196095.125.peg.482","fig|1196095.123.peg.1577","fig|1196095.119.peg.1013","fig|1196095.133.peg.2541","fig|1196095.103.peg.997","fig|1196095.134.peg.206","fig|1196095.132.peg.892","fig|1196095.128.peg.367","fig|1196095.120.peg.244","fig|1196095.114.peg.217","fig|1196095.111.peg.812","fig|1196095.129.peg.1493","fig|1196095.118.peg.1800","fig|1196095.97.peg.1662","fig|1196095.110.peg.569"
"OG0000858:","fig|1196095.135.peg.230","fig|1196095.95.peg.718","fig|1196095.121.peg.3","fig|1196095.100.peg.1620","fig|1196095.102.peg.982","fig|1196095.108.peg.130","fig|1196095.119.peg.1012","fig|1196095.104.peg.872","fig|1196095.123.peg.1572","fig|1196095.113.peg.1272","fig|1196095.131.peg.1257","fig|1196095.110.peg.742","fig|1196095.99.peg.1663","fig|1196095.132.peg.890","fig|1196095.107.peg.1807","fig|1196095.116.peg.1714","fig|1196095.101.peg.492","fig|1196095.112.peg.784","fig|1196095.125.peg.483","fig|1196095.97.peg.1657","fig|1196095.96.peg.1946","fig|1196095.98.peg.720","fig|1196095.126.peg.1741","fig|1196095.105.peg.1584","fig|1196095.117.peg.925","fig|1196095.127.peg.981","fig|1196095.122.peg.1537","fig|1196095.106.peg.260","fig|1196095.94.peg.403","fig|1196095.115.peg.1183","fig|1196095.111.peg.885","fig|1196095.103.peg.1000","fig|1196095.118.peg.1801","fig|1196095.133.peg.2631","fig|1196095.134.peg.208","fig|1196095.120.peg.245","fig|1196095.128.peg.368","fig|1196095.124.peg.2368","fig|1196095.130.peg.2259","fig|1196095.109.peg.2428","fig|1196095.129.peg.1491","fig|1196095.114.peg.220"
"OG0000859:","fig|1196095.135.peg.229","fig|1196095.121.peg.2","fig|1196095.96.peg.1945","fig|1196095.100.peg.1621","fig|1196095.99.peg.1662","fig|1196095.102.peg.983","fig|1196095.104.peg.873","fig|1196095.119.peg.1011","fig|1196095.113.peg.1273","fig|1196095.123.peg.1571","fig|1196095.115.peg.1182","fig|1196095.131.peg.1258","fig|1196095.132.peg.889","fig|1196095.110.peg.741","fig|1196095.112.peg.783","fig|1196095.118.peg.1802","fig|1196095.125.peg.484","fig|1196095.116.peg.1713","fig|1196095.127.peg.980","fig|1196095.95.peg.719","fig|1196095.97.peg.1656","fig|1196095.101.peg.491","fig|1196095.98.peg.721","fig|1196095.105.peg.1585","fig|1196095.117.peg.926","fig|1196095.122.peg.1536","fig|1196095.94.peg.404","fig|1196095.108.peg.131","fig|1196095.111.peg.884","fig|1196095.130.peg.2258","fig|1196095.106.peg.261","fig|1196095.134.peg.209","fig|1196095.133.peg.874","fig|1196095.126.peg.1740","fig|1196095.103.peg.1001","fig|1196095.114.peg.221","fig|1196095.120.peg.246","fig|1196095.124.peg.2367","fig|1196095.129.peg.1490","fig|1196095.109.peg.2427","fig|1196095.128.peg.369","fig|1196095.107.peg.1806"
"OG0000860:","fig|1196095.106.peg.332","fig|1196095.135.peg.228","fig|1196095.96.peg.1942","fig|1196095.130.peg.2255","fig|1196095.100.peg.1622","fig|1196095.111.peg.1029","fig|1196095.123.peg.1568","fig|1196095.109.peg.1318","fig|1196095.119.peg.1010","fig|1196095.115.peg.1179","fig|1196095.125.peg.1346","fig|1196095.131.peg.1259","fig|1196095.98.peg.2333","fig|1196095.110.peg.738","fig|1196095.120.peg.1661","fig|1196095.118.peg.1807","fig|1196095.132.peg.888","fig|1196095.116.peg.1708","fig|1196095.95.peg.723","fig|1196095.113.peg.1274","fig|1196095.126.peg.1739","fig|1196095.99.peg.1427","fig|1196095.105.peg.365","fig|1196095.121.peg.2774","fig|1196095.122.peg.1533","fig|1196095.94.peg.408","fig|1196095.107.peg.472","fig|1196095.102.peg.984","fig|1196095.108.peg.132","fig|1196095.101.peg.490","fig|1196095.112.peg.809","fig|1196095.134.peg.212","fig|1196095.133.peg.2026","fig|1196095.103.peg.1002","fig|1196095.117.peg.348","fig|1196095.114.peg.224","fig|1196095.124.peg.2364","fig|1196095.127.peg.979","fig|1196095.128.peg.371","fig|1196095.129.peg.1488","fig|1196095.97.peg.307","fig|1196095.104.peg.915"
